park_name,branch_code,stage,route_code,route_name,route_code_2,route_name_2,strata,treat_route,treatment_window,Time (start hour),in_treatment_window,Number of observations,Observed average frequency (oaf),iqr_oaf,p25_oaf,p50_oaf,p75_oaf,route_fare
new_taxi_park,102,102: Nateete Wakaliga Busega,waka_buse_n,BUSEGA ROUND ABOUT,waka_buse_n,Busega Round About,E,Yes,10-2,10,1,12,44.0833333333333,23.75,28.75,45.5,52.5,2000
new_taxi_park,102,102: Nateete Wakaliga Busega,waka_buse_n,BUSEGA ROUND ABOUT,waka_buse_n,Busega Round About,E,Yes,10-2,11,1,27,39.7407407407407,25,27,45,52,2000
new_taxi_park,102,102: Nateete Wakaliga Busega,waka_buse_n,BUSEGA ROUND ABOUT,waka_buse_n,Busega Round About,E,Yes,10-2,12,1,30,43.0666666666667,14.25,28,34.5,42.25,2000
new_taxi_park,102,102: Nateete Wakaliga Busega,waka_buse_n,BUSEGA ROUND ABOUT,waka_buse_n,Busega Round About,E,Yes,10-2,13,1,44,31.8636363636364,17.25,23.5,30,40.75,2000
new_taxi_park,103,103: Mukono A,muka_muko_n,MUKONO WATONI,muka_muko_n,Mukono Watoni,F,Yes,11-3,11,1,15,57.7333333333333,25,41,61,66,4000
new_taxi_park,103,103: Mukono A,muka_muko_n,MUKONO WATONI,muka_muko_n,Mukono Watoni,F,Yes,11-3,12,1,16,51.25,35.75,34.75,41,70.5,4000
new_taxi_park,103,103: Mukono A,muka_muko_n,MUKONO WATONI,muka_muko_n,Mukono Watoni,F,Yes,11-3,13,1,21,64.1428571428571,23,44,57,67,4000
new_taxi_park,103,103: Mukono A,muka_muko_n,MUKONO WATONI,muka_muko_n,Mukono Watoni,F,Yes,11-3,14,1,19,52.7368421052632,35.5,30.5,46,66,4000
new_taxi_park,104,104: Luzira,luzi_luzi_n,LUZIRA,luzi_luzi_n,Luzira,G,Yes,11-3,11,1,25,60.24,42,38,48,80,2500
new_taxi_park,104,104: Luzira,luzi_luzi_n,LUZIRA,luzi_luzi_n,Luzira,G,Yes,11-3,12,1,13,66.7692307692308,47,47,60,94,2500
new_taxi_park,104,104: Luzira,luzi_luzi_n,LUZIRA,luzi_luzi_n,Luzira,G,Yes,11-3,13,1,26,67.9230769230769,37,50.75,70.5,87.75,2500
new_taxi_park,104,104: Luzira,luzi_luzi_n,LUZIRA,luzi_luzi_n,Luzira,G,Yes,11-3,14,1,16,53.6875,28.75,39,47.5,67.75,2500
new_taxi_park,105,105: Bweyogerere,bwey_bwey_n,BWEYOGERERE,bwey_bwey_n,Bweyogerere,D,Yes,9-1,9,1,16,48.875,36.75,28.75,42.5,65.5,3000
new_taxi_park,105,105: Bweyogerere,bwey_bwey_n,BWEYOGERERE,bwey_bwey_n,Bweyogerere,D,Yes,9-1,10,1,17,72.5882352941177,75,30,80,105,3000
new_taxi_park,105,105: Bweyogerere,bwey_bwey_n,BWEYOGERERE,bwey_bwey_n,Bweyogerere,D,Yes,9-1,11,1,9,70.4444444444444,44,48,50,92,3000
new_taxi_park,105,105: Bweyogerere,bwey_bwey_n,BWEYOGERERE,bwey_bwey_n,Bweyogerere,D,Yes,9-1,12,1,16,85.3125,85.75,29.75,94.5,115.5,3000
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_kung_n,KUNGU,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_ntin_n),11-3,11,1,18,69.5,44,50.5,65,94.5,2500
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_kung_n,KUNGU,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_ntin_n),11-3,12,1,12,60.1666666666667,39.25,33,53.5,72.25,2500
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_kung_n,KUNGU,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_ntin_n),11-3,13,1,16,58.1875,33.75,40,63.5,73.75,2500
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_kung_n,KUNGU,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_ntin_n),11-3,14,1,16,81.5,95,37.5,66.5,132.5,2500
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_ntin_n,NTINDA,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_kung_n),11-3,11,1,20,70.8,48.5,48.75,65,97.25,2000
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_ntin_n,NTINDA,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_kung_n),11-3,12,1,14,57.3571428571429,35.5,32.5,51,68,2000
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_ntin_n,NTINDA,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_kung_n),11-3,13,1,19,58.2631578947368,36.5,39,64,75.5,2000
new_taxi_park,109,109: Kamwokya-Ntinda-Bukoto-Kisaasi-Kulambiro,kamw_ntin_n,NTINDA,kamw_0001_n,Kungu / Ntinda (Merged),G,Yes (only if merged with kamw_kung_n),11-3,14,1,21,68.2857142857143,91,30,40,121,2000
new_taxi_park,111,111: Ntinda,ntin_kira_n,KIRA,ntin_kira_n,Kira,G,Yes,11-3,11,1,8,110.125,36.75,92.5,117.5,129.25,3000
new_taxi_park,111,111: Ntinda,ntin_kira_n,KIRA,ntin_kira_n,Kira,G,Yes,11-3,12,1,6,104.833333333333,38,95,120,133,3000
new_taxi_park,111,111: Ntinda,ntin_kira_n,KIRA,ntin_kira_n,Kira,G,Yes,11-3,13,1,16,104,71.25,63.75,105,135,3000
new_taxi_park,111,111: Ntinda,ntin_kira_n,KIRA,ntin_kira_n,Kira,G,Yes,11-3,14,1,10,59.8,42.5,40.5,48.5,83,3000
